,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,Daerah,Kriteria Utama,Opini BPK atas LKPD,Penetapan Perda APBD Tepat Waktu,Penggunaan e-procurement,Memenuhi/Tidak Memenuhi Kriteria Utama,Kategori Kinerja,Kesehatan Fiskal dan Pengelolaan Keuangan Daerah,Pelayanan Dasar Publik,Infrastruktur,Kesehatan,Pendidikan,Pelayanan Pemerintahan Umum,Inovasi Pelayanan Publik,Kemudahan Investasi,Penyelenggaraan Pemerintahan,Perencanaan Daerah,Sistem Akuntabilitas Kinerja Instansi Pemerintah,Kesejahteraan Masyarakat
269,Kota Singkawang,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"58,68",-,"68,08","68,26","26,57",-,Tidak,Tidak,Tidak,Tidak,Tidak,"60,84"
270,Kab. Sekadau,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"59,24",-,"72,28","58,97","51,81",-,Tidak,Tidak,Tidak,Tidak,Tidak,"63,80"
271,Kab. Melawi,-,WDP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"57,46",-,"33,53","46,29","68,21",-,Tidak,Tidak,Tidak,Tidak,Tidak,"48,31"
272,Kab. Kayong Utara,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"54,49",-,"49,72","52,64","66,66",-,Tidak,Tidak,Tidak,Tidak,Tidak,"66,96"
273,Kab. Kubu Raya,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"46,32",-,"74,98","58,10","69,56",-,Tidak,Tidak,Tidak,Tidak,Tidak,"65,80"
274,Provinsi Kalimantan Tengah,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"45,39",-,"61,58","60,71","46,28",-,Tidak,Tidak,Tidak,Tidak,Tidak,"60,93"
275,Kab. Barito Selatan,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"45,82",-,"72,33","63,83","74,11",-,Tidak,Tidak,Tidak,Tidak,Tidak,"80,12"
276,Kab. Barito Utara,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"61,45",-,"62,54","38,47","76,26",-,Tidak,Tidak,Tidak,Tidak,Tidak,"85,58"
277,Kab. Kapuas,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"49,80",-,"66,04","50,89","76,82",-,Tidak,Tidak,Tidak,Tidak,Tidak,"84,81"
278,Kab. Kotawaringin Barat,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"56,02",-,"74,65","50,48","62,93",-,Tidak,Tidak,Tidak,Tidak,Tidak,"68,36"
279,Kab. Kotawaringin Timur,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"61,26",-,"67,48","64,04","69,20",-,Tidak,Tidak,Tidak,Tidak,Tidak,"79,30"
280,Kota Palangkaraya,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"60,16",-,"80,49","84,23","50,73",-,Tidak,Tidak,Tidak,Tidak,Tidak,"72,39"
281,Kab. Katingan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"50,89",-,"54,33","63,99","58,44",-,Tidak,Tidak,Tidak,Tidak,Tidak,"72,20"
282,Kab. Seruyan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"57,43",-,"45,08","53,42","63,70",-,Tidak,Tidak,Tidak,Tidak,Tidak,"76,47"
283,Kab. Sukamara,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"60,68",-,"74,33","77,91","63,19",-,Tidak,Tidak,Tidak,Tidak,Tidak,"73,20"
284,Kab. Lamandau,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"55,90",-,"77,17","71,40","72,05",-,Tidak,Tidak,Tidak,Tidak,Tidak,"61,62"
285,Kab. Gunung Mas,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"59,16",-,"44,86","45,10","67,12",-,Tidak,Tidak,Tidak,Tidak,Tidak,"73,46"
286,Kab. Pulang Pisau,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"65,36",-,"73,23","79,07","65,40",-,Tidak,Tidak,Tidak,Tidak,Tidak,"72,21"
287,Kab. Murung Raya,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"53,40",-,"55,75","53,10","59,30",-,Tidak,Tidak,Tidak,Tidak,Tidak,"65,70"
288,Kab. Barito Timur,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"46,19",-,"58,79","84,90","72,83",-,Tidak,Tidak,Tidak,Tidak,Tidak,"78,94"
289,Provinsi Kalimantan Selatan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"74,84",-,"47,24","69,40","56,10",-,Tidak,Tidak,Tidak,Tidak,Tidak,"61,65"
290,Kab. Banjar,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"61,63",-,"49,72","72,82","61,67",-,Tidak,Tidak,Tidak,Tidak,Tidak,"67,52"
291,Kab. Barito Kuala,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"63,98",-,"66,05","58,70","67,08",-,Tidak,Tidak,Tidak,Tidak,Tidak,"77,65"
292,Kab. Hulu Sungai Selatan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"51,22",-,"52,25","80,50","69,19",-,Tidak,Tidak,Tidak,Tidak,Tidak,"78,46"
293,Kab. Hulu Sungai Tengah,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"63,25",-,"65,87","82,54","64,77",-,Tidak,Tidak,Tidak,Tidak,Tidak,"59,58"
294,Kab. Hulu Sungai Utara,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"49,58",-,"54,65","62,83","68,51",-,Tidak,Tidak,Tidak,Tidak,Tidak,"82,58"
295,Kab. Kotabaru                                     ,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"41,56",-,"46,79","69,72","63,21",-,Tidak,Tidak,Tidak,Tidak,Tidak,"66,78"
296,Kab. Tabalong,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"65,43",-,"71,45","84,83","71,64",-,Tidak,Tidak,Tidak,Tidak,Tidak,"73,33"
297,Kab. Tanah Laut,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"47,94",-,"40,73","83,37","62,79",-,Tidak,Tidak,Tidak,Tidak,Tidak,"54,38"
298,Kab. Tapin,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"39,98",-,"64,25","59,85","58,84",-,Tidak,Tidak,Tidak,Tidak,Tidak,"61,45"
299,Kota Banjarbaru                                   ,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"59,01",-,"55,14","61,60","58,17",-,Tidak,Tidak,Tidak,Tidak,Tidak,"70,11"
300,Kota Banjarmasin,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"62,84",-,"71,89","43,20","43,82",-,Tidak,Tidak,Tidak,Tidak,Tidak,"68,35"
301,Kab. Balangan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"59,89",-,"53,64","89,63","71,18",-,Tidak,Tidak,Tidak,Tidak,Tidak,"78,25"
302,Kab. Tanah Bumbu,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"44,20",-,"31,63","71,19","73,41",-,Tidak,Tidak,Tidak,Tidak,Tidak,"79,40"
303,Provinsi Kalimantan Timur,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"53,12",-,"63,19","57,27","59,49",-,Tidak,Tidak,ya,Tidak,Tidak,"54,30"
304,Kab. Berau,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"43,39",-,"58,79","76,77","65,43",-,Tidak,Tidak,Tidak,Tidak,Tidak,"56,49"
305,Kab. Kutai Kartanegara,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"37,41",-,"63,18","46,49","69,77",-,Tidak,Tidak,Tidak,Tidak,Tidak,"67,29"
306,Kab. Kutai Barat,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"40,39",-,"61,05","72,07","81,12",-,Tidak,Tidak,Tidak,Tidak,Tidak,"65,70"
307,Kab. Kutai Timur,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"61,51",-,"70,82","58,15","55,48",-,Tidak,Tidak,Tidak,Tidak,Tidak,"59,66"
308,Kab. Paser,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"40,15",-,"39,60","75,44","80,94",-,Tidak,Tidak,Tidak,Tidak,Tidak,"72,39"
309,Kota Balikpapan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"48,34",-,"83,82","78,02","62,23",-,Tidak,Tidak,Tidak,Tidak,Tidak,"60,22"
310,Kota Bontang,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"48,69",-,"75,54","70,95","34,43",-,Tidak,Tidak,ya,Tidak,Tidak,"51,78"
311,Kota Samarinda,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"51,31",-,"76,05","61,53","47,76",-,Tidak,Tidak,ya,Tidak,Tidak,"52,27"
312,Kab. Penajam Paser Utara,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"72,11",-,"71,02","64,38","75,68",-,Tidak,Tidak,Tidak,Tidak,Tidak,"78,87"
313,Kab. Mahakam Ulu,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"42,70",-,"23,60","58,81","75,98",-,Tidak,Tidak,Tidak,Tidak,Tidak,"56,28"
314,Provinsi Sulawesi Utara,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"60,26",-,"62,53","56,01","44,30",-,Tidak,Tidak,Tidak,Tidak,Tidak,"66,70"
315,Kab. Bolaang Mongondow,-,TMP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"58,06",-,"58,97","64,37","71,43",-,Tidak,Tidak,Tidak,Tidak,Tidak,"76,47"
316,Kab. Minahasa,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"57,08",-,"52,03","72,29","63,05",-,Tidak,Tidak,Tidak,Tidak,Tidak,"86,59"
317,Kab. Kepulauan Sangihe,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"58,40",-,"59,53","57,00","72,56",-,Tidak,Tidak,Tidak,Tidak,Tidak,"69,19"
318,Kota Bitung,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"52,18",-,"83,82","40,24","52,95",-,Tidak,Tidak,Tidak,Tidak,Tidak,"74,52"
319,Kota Manado,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"57,32",-,"74,64","65,18","44,67",-,Tidak,Tidak,Tidak,Tidak,Tidak,"62,78"
320,Kab. Kepulauan Talaud,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"65,82",-,"64,58","75,38","81,68",-,Tidak,Tidak,Tidak,Tidak,Tidak,"63,67"
321,Kab. Minahasa Selatan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"65,35",-,"59,57","70,24","61,50",-,Tidak,Tidak,Tidak,Tidak,Tidak,"83,71"
322,Kota Tomohon,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"58,42",-,"69,30","84,70","61,60",-,Tidak,Tidak,Tidak,Tidak,Tidak,"64,70"
323,Kab. Minahasa Utara,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"60,82",-,"80,66","85,47","54,32",-,Tidak,Tidak,Tidak,Tidak,Tidak,"60,57"
324,Kab. Kep. Siau Tagulandang Biaro,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"64,11",-,"60,51","52,95","78,91",-,Tidak,Tidak,Tidak,Tidak,Tidak,"75,14"
325,Kota Kotamobagu,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"71,83",-,"73,64","50,78","58,67",-,Tidak,Tidak,Tidak,Tidak,Tidak,"61,81"
326,Kab. Bolaang Mongondow Utara,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"65,95",-,"51,75","64,50","74,36",-,Tidak,Tidak,Tidak,Tidak,Tidak,"75,61"
327,Kab. Minahasa Tenggara,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"64,66",-,"70,26","83,60","66,26",-,Tidak,Tidak,Tidak,Tidak,Tidak,"67,73"
328,Kab. Bolaang Mongondow Timur,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"53,11",-,"73,12","56,48","55,03",-,Tidak,Tidak,Tidak,Tidak,Tidak,"70,55"
329,Kab. Bolaang Mongondow Selatan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"59,61",-,"61,36","44,16","61,12",-,Tidak,Tidak,Tidak,Tidak,Tidak,"59,38"
330,Provinsi Sulawesi Tengah,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"66,38",-,"58,86","48,00","66,57",-,Tidak,Tidak,Tidak,Tidak,Tidak,"62,64"
331,Kab. Banggai,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"49,74",-,"51,28","43,77","65,52",-,Tidak,Tidak,Tidak,Tidak,Tidak,"76,91"
332,Kab. Banggai Kepulauan,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"54,65",-,"55,80","66,80","60,29",-,Tidak,Tidak,Tidak,Tidak,Tidak,"52,14"
333,Kab. Buol,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"50,15",-,"67,43","68,85","67,14",-,Tidak,Tidak,Tidak,Tidak,Tidak,"65,66"
334,Kab. Toli-Toli,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"60,84",-,"46,58","57,69","64,96",-,Tidak,Tidak,Tidak,Tidak,Tidak,"59,89"
335,Kab. Donggala,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"56,56",-,"39,74","43,55","56,30",-,Tidak,Tidak,Tidak,Tidak,Tidak,"51,18"
336,Kab. Morowali,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"57,61",-,"64,58","65,06","66,42",-,Tidak,Tidak,Tidak,Tidak,Tidak,"74,30"
337,Kab. Poso,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"54,44",-,"62,75","73,90","68,59",-,Tidak,Tidak,Tidak,Tidak,Tidak,"72,42"
338,Kota Palu,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"64,90",-,"86,69","51,64","44,14",-,Tidak,Tidak,Tidak,Tidak,Tidak,"63,11"
339,Kab. Parigi Moutong,-,WDP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"61,35",-,"55,34","85,12","83,91",-,Tidak,Tidak,Tidak,Tidak,Tidak,"70,02"
340,Kab. Tojo Una Una,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"55,63",-,"60,19","64,34","75,97",-,Tidak,Tidak,Tidak,Tidak,Tidak,"68,98"
341,Kab. Sigi,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"61,55",-,"64,35","62,19","70,45",-,Tidak,Tidak,Tidak,Tidak,Tidak,"55,25"
342,Kab. Banggai Laut,-,WDP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"45,95",-,"52,63","42,83","65,11",-,Tidak,Tidak,Tidak,Tidak,Tidak,"70,67"
343,Kab. Morowali Utara,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"49,90",-,"50,14","69,37","76,22",-,Tidak,Tidak,Tidak,Tidak,Tidak,"72,36"
344,Provinsi Sulawesi Selatan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"58,12",-,"58,11","56,56","59,01",-,Tidak,Tidak,Tidak,Tidak,Tidak,"57,89"
345,Kab. Bantaeng,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"52,16",-,"71,07","58,44","61,15",-,Tidak,Tidak,Tidak,Tidak,Tidak,"51,17"
346,Kab. Barru,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"52,15",-,"69,36","45,57","64,32",-,Tidak,Tidak,Tidak,Tidak,Tidak,"52,32"
347,Kab. Bone,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"53,14",-,"78,85","67,88","59,84",-,Tidak,Tidak,Tidak,Tidak,Tidak,"62,12"
348,Kab. Bulukumba,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"49,73",-,"61,41","66,72","82,21",-,Tidak,Tidak,Tidak,Tidak,Tidak,"76,96"
349,Kab. Enrekang,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"58,83",-,"55,10","63,55","78,10",-,Tidak,Tidak,Tidak,Tidak,Tidak,"82,05"
350,Kab. Gowa,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"61,07",-,"69,54","58,97","77,19",-,Tidak,Tidak,Tidak,Tidak,Tidak,"71,07"
351,Kab. Jeneponto,-,TMP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"49,05",-,"74,74","54,98","51,23",-,Tidak,Tidak,Tidak,Tidak,Tidak,"45,56"
352,Kab. Luwu,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"63,58",-,"56,95","70,38","67,04",-,Tidak,Tidak,Tidak,Tidak,Tidak,"55,57"
353,Kab. Luwu Utara,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"65,20",-,"59,50","49,77","59,49",-,Tidak,Tidak,Tidak,Tidak,Tidak,"48,91"
354,Kab. Maros,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"54,46",-,"77,62","72,06","69,57",-,Tidak,Tidak,Tidak,Tidak,Tidak,"75,60"
355,Kab. Pangkajene Kepulauan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"56,81",-,"52,08","67,10","60,01",-,Tidak,Tidak,Tidak,Tidak,Tidak,"59,90"
356,Kota Palopo,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"72,38",-,"63,82","54,26","51,98",-,Tidak,Tidak,Tidak,Tidak,Tidak,"45,26"
357,Kab. Luwu Timur,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"64,38",-,"64,51","70,35","75,80",-,Tidak,Tidak,Tidak,Tidak,Tidak,"60,54"
358,Kab. Pinrang,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"51,94",-,"60,10","75,94","57,53",-,Tidak,Tidak,ya,Tidak,Tidak,"53,05"
359,Kab. Sinjai,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"58,26",-,"63,31","73,96","70,03",-,Tidak,Tidak,Tidak,Tidak,Tidak,"69,43"
360,Kab. Kepulauan Selayar                            ,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"62,99",-,"63,45","70,30","67,29",-,Tidak,Tidak,Tidak,Tidak,Tidak,"60,85"
361,Kab. Sidenreng Rappang,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"46,71",-,"60,75","78,52","61,40",-,Tidak,Tidak,Tidak,Tidak,Tidak,"61,04"
362,Kab. Soppeng,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"58,94",-,"72,42","59,95","65,09",-,Tidak,Tidak,Tidak,Tidak,Tidak,"57,75"
363,Kab. Takalar,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"51,60",-,"60,89","68,97","66,29",-,Tidak,Tidak,Tidak,Tidak,Tidak,"75,53"
364,Kab. Tana Toraja,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"40,42",-,"50,31","69,85","64,04",-,Tidak,Tidak,Tidak,Tidak,Tidak,"61,87"
365,Kab. Wajo,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"59,00",-,"58,78","83,35","49,20",-,Tidak,Tidak,Tidak,Tidak,Tidak,"65,28"
366,Kota Pare-pare,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"60,72",-,"73,82","68,96","47,34",-,Tidak,Tidak,Tidak,Tidak,Tidak,"61,05"
367,Kota Makassar,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"54,09",-,"78,44","64,39","58,64",-,Tidak,Tidak,ya,Tidak,Tidak,"66,69"
368,Kab. Toraja Utara,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"58,88",-,"70,18","61,81","68,13",-,Tidak,Tidak,Tidak,Tidak,Tidak,"79,89"
369,Provinsi Sulawesi Tenggara,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"60,48",-,"66,89","62,84","62,28",-,Tidak,Tidak,Tidak,Tidak,Tidak,"47,61"
370,Kab. Buton,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"65,38",-,"39,26","84,11","78,55",-,Tidak,Tidak,Tidak,Tidak,Tidak,"72,72"
371,Kab. Konawe,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"48,57",-,"60,92","64,95","54,58",-,Tidak,Tidak,Tidak,Tidak,Tidak,"48,81"
372,Kab. Kolaka,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"50,25",-,"63,80","48,31","64,94",-,Tidak,Tidak,Tidak,Tidak,Tidak,"62,50"
373,Kab. Muna,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"58,45",-,"68,05","67,72","75,93",-,Tidak,Tidak,Tidak,Tidak,Tidak,"73,03"
374,Kota Kendari,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"57,53",-,"67,96","74,57","51,14",-,Tidak,Tidak,Tidak,Tidak,Tidak,"54,39"
375,Kota Bau-bau,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"58,72",-,"55,32","79,36","62,79",-,Tidak,Tidak,Tidak,Tidak,Tidak,"67,52"
376,Kab. Konawe Selatan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"43,28",-,"41,14","65,54","61,14",-,Tidak,Tidak,Tidak,Tidak,Tidak,"69,02"
377,Kab. Bombana,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"71,95",-,"60,43","55,52","55,98",-,Tidak,Tidak,Tidak,Tidak,Tidak,"47,96"
378,Kab. Wakatobi,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"48,91",-,"37,03","68,07","67,13",-,Tidak,Tidak,Tidak,Tidak,Tidak,"60,05"
379,Kab. Kolaka Utara,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"44,76",-,"61,01","65,63","64,73",-,Tidak,Tidak,Tidak,Tidak,Tidak,"59,72"
380,Kab. Konawe Utara,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"47,88",-,"48,58","79,22","83,82",-,Tidak,Tidak,Tidak,Tidak,Tidak,"76,31"
381,Kab. Buton Utara,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"44,95",-,"38,04","87,39","64,10",-,Tidak,Tidak,Tidak,Tidak,Tidak,"66,00"
382,Kab. Konawe Kepulauan,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"60,78",-,"47,79","60,56","85,42",-,Tidak,Tidak,Tidak,Tidak,Tidak,"63,35"
383,Kab. Kolaka Timur,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"52,05",-,"59,50","68,66","74,98",-,Tidak,Tidak,Tidak,Tidak,Tidak,"64,98"
384,Kab. Muna Barat,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"66,03",-,"77,57","77,45","59,16",-,Tidak,Tidak,Tidak,Tidak,Tidak,"51,98"
385,Kab. Buton Tengah,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"67,21",-,"45,25","60,82","64,86",-,Tidak,Tidak,Tidak,Tidak,Tidak,"53,19"
386,Kab. Buton Selatan,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"60,30",-,"46,69","70,57","64,81",-,Tidak,Tidak,Tidak,Tidak,Tidak,"59,40"
387,Provinsi Bali,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"64,44",-,"62,52","78,26","62,59",-,Tidak,Tidak,Tidak,Tidak,Tidak,"73,84"
388,Kab. Badung,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"82,46",-,"79,12","72,70","84,82",-,Tidak,Tidak,Tidak,Tidak,Tidak,"86,44"
389,Kab. Bangli,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"65,37",-,"80,52","86,25","78,72",-,Tidak,Tidak,Tidak,Tidak,Tidak,"85,12"
390,Kab. Buleleng,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"52,03",-,"63,95","76,86","65,26",-,Tidak,Tidak,Tidak,Tidak,Tidak,"80,17"
391,Kab. Gianyar,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"63,31",-,"71,02","80,15","81,22",-,Tidak,Tidak,Tidak,Tidak,Tidak,"76,97"
392,Kab. Jembrana,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"54,91",-,"70,76","76,91","85,90",-,Tidak,Tidak,Tidak,Tidak,Tidak,"80,31"
393,Kab. Karangasem,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"45,12",-,"65,28","72,61","76,10",-,Tidak,Tidak,Tidak,Tidak,Tidak,"77,25"
394,Kab. Klungkung,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"59,91",-,"74,04","69,28","72,97",-,Tidak,Tidak,Tidak,Tidak,Tidak,"66,73"
395,Kab. Tabanan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"59,62",-,"71,16","75,54","78,51",-,Tidak,Tidak,Tidak,Tidak,Tidak,"82,21"
396,Kota Denpasar,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"54,14",-,"76,18","79,42","45,13",-,Tidak,Tidak,Tidak,Tidak,Tidak,"77,77"
397,Provinsi Nusa Tenggara Barat,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"60,02",-,"80,10","73,96","56,50",-,Tidak,Tidak,Tidak,Tidak,Tidak,"64,91"
398,Kab. Bima,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"59,72",-,"58,42","61,89","68,85",-,Tidak,Tidak,Tidak,Tidak,Tidak,"71,71"
399,Kab. Dompu,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"43,24",-,"57,32","85,87","73,87",-,Tidak,Tidak,Tidak,Tidak,Tidak,"85,43"
400,Kab. Lombok Barat,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"53,44",-,"65,90","79,39","64,46",-,Tidak,Tidak,Tidak,Tidak,Tidak,"84,02"
401,Kab. Lombok Tengah,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"57,35",-,"69,81","65,95","58,48",-,Tidak,Tidak,Tidak,Tidak,Tidak,"64,76"
402,Kab. Lombok Timur,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"53,67",-,"71,12","71,25","69,25",-,Tidak,Tidak,Tidak,Tidak,Tidak,"82,18"
403,Kab. Sumbawa,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"54,65",-,"56,96","79,68","75,92",-,Tidak,Tidak,Tidak,Tidak,Tidak,"77,82"
404,Kota Mataram,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"74,65",-,"74,41","67,61","79,48",-,Tidak,Tidak,Tidak,Tidak,Tidak,"82,41"
405,Kota Bima,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"57,56",-,"65,28","79,82","77,32",-,Tidak,Tidak,Tidak,Tidak,Tidak,"72,67"
406,Kab. Sumbawa Barat,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"56,65",-,"60,52","71,84","78,71",-,Tidak,Tidak,Tidak,Tidak,Tidak,"79,57"
