,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
154,Kab. Ciamis,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"51,23",-,"62,19","58,74","77,36","64,95",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
155,Kab. Cianjur,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"57,97",-,"44,83","56,50","76,11","66,92",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
156,Kab. Cirebon,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"55,04",-,"75,63","63,08","67,06","80,16",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
157,Kab. Garut,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"44,65",-,"61,83","44,58","54,25","79,88",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
158,Kab. Indramayu,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"49,42",-,"76,79","56,01","57,99","72,66",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
159,Kab. Karawang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"66,09",-,"71,24","80,60","76,85","70,10",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
160,Kab. Kuningan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"53,18",-,"67,12","80,90","61,52","61,41",-,Tidak,Tidak,Tidak,"87,44",Tidak,Tidak
161,Kab. Majalengka,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"65,73",-,"58,95","85,72","66,91","73,46",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
162,Kab. Purwakarta,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"56,58",-,"54,13","53,78","55,38","64,62",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
163,Kab. Subang,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"61,93",-,"70,23","69,43","54,24","75,39",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
164,Kab. Sukabumi,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"49,11",-,"65,82","58,12","71,80","57,26",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
165,Kab. Sumedang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"65,99",-,"85,67","77,69","67,98","70,34",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
166,Kab. Tasikmalaya,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"41,20",-,"50,22","72,02","70,54","67,46",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
167,Kota Bandung,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"62,38",-,"71,35","69,07","57,12","66,56",-,"70,00",Tidak,"84,50","85,28",Tidak,"80,38"
168,Kota Bekasi,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"71,32",-,"71,73","72,08","81,80","78,36",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
169,Kota Bogor,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,99",-,"63,96","72,68","57,15","76,31",-,"70,00",Tidak,"73,10",Tidak,Tidak,Tidak
170,Kota Cirebon,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"53,02",-,"83,67","73,57","42,60","53,42",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
171,Kota Depok,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"61,60",-,"77,07","57,77","45,63","61,84",-,Tidak,Tidak,"74,30",Tidak,Tidak,Tidak
172,Kota Sukabumi,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"63,30",-,"54,49","86,26","56,11","72,42",-,Tidak,Tidak,Tidak,Tidak,Tidak,"74,50"
173,Kota Tasikmalaya,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"58,31",-,"48,67","74,43","39,99","69,88",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
174,Kota Cimahi,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"65,46",-,"64,69","72,35","51,90","61,06",-,"70,00",Tidak,"76,00",Tidak,Tidak,Tidak
175,Kota Banjar,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"55,46",-,"85,74","88,93","39,87","59,04",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
176,Kab. Bandung Barat,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"65,59",-,"79,88","66,61","83,19","74,45",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
177,Kab. Pangandaran,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"78,34",-,"68,68","77,29","66,57","81,59",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
178,Provinsi Jawa Tengah,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,64",-,"68,40","65,64","83,04","60,19",-,"75,00","88,49",Tidak,"78,11",Tidak,"75,94"
179,Kab. Banjarnegara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"62,63",-,"47,78","63,41","73,19","58,16",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
180,Kab. Banyumas,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"66,17",-,"60,89","83,92","71,30","54,23",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
181,Kab. Batang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"53,85",-,"53,57","65,29","73,21","81,45",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
182,Kab. Blora,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"60,22",-,"66,84","59,43","73,32","80,18",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
183,Kab. Boyolali,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,97",-,"67,31","83,71","77,11","64,40",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
184,Kab. Brebes,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"60,72",-,"66,24","64,27","79,11","75,30",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
185,Kab. Cilacap,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"65,34",-,"82,68","73,63","70,77","55,26",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
186,Kab. Demak,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"62,33",-,"72,47","77,65","70,51","68,77",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
187,Kab. Grobogan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"66,36",-,"78,95","64,67","75,89","61,90",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
188,Kab. Jepara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"49,17",-,"68,82","71,25","65,32","72,12",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
189,Kab. Karanganyar,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"55,85",-,"57,92","80,18","72,24","59,13",-,Tidak,Tidak,Tidak,"88,80",Tidak,Tidak
190,Kab. Kebumen,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"50,97",-,"69,01","52,68","77,88","76,58",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
191,Kab. Kendal,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"67,08",-,"70,44","64,54","67,97","70,25",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
192,Kab. Klaten,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"56,88",-,"65,48","90,46","68,74","63,82",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
193,Kab. Kudus,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"59,10",-,"78,86","78,42","74,26","80,08",-,Tidak,Tidak,Tidak,"87,42",Tidak,Tidak
194,Kab. Magelang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"68,94",-,"75,25","55,90","72,44","68,44",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
195,Kab. Pati,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"56,40",-,"72,30","52,78","83,09","82,36",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
196,Kab. Pekalongan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"54,33",-,"80,09","62,03","73,25","74,58",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
197,Kab. Pemalang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"63,26",-,"59,52","80,30","70,64","70,19",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
198,Kab. Purbalingga,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"61,85",-,"61,88","74,37","78,75","51,80",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
199,Kab. Purworejo,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"53,98",-,"78,21","66,50","83,70","68,94",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
200,Kab. Rembang,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"55,97",-,"58,77","57,89","75,30","52,63",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
201,Kab. Semarang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"58,53",-,"63,96","87,62","70,54","73,42",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
202,Kab. Sragen,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,85",-,"71,52","80,66","73,06","81,81",-,Tidak,"84,80",Tidak,Tidak,Tidak,Tidak
203,Kab. Sukoharjo,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"57,37",-,"69,49","75,71","68,88","73,91",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
204,Kab. Tegal,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"61,31",-,"77,64","59,18","78,94","69,07",-,Tidak,Tidak,Tidak,Tidak,"78,60",Tidak
205,Kab. Temanggung,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"48,57",-,"61,99","75,48","71,65","69,00",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
206,Kab. Wonogiri,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"66,12",-,"78,13","84,23","72,47","62,03",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
207,Kab. Wonosobo,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"65,13",-,"52,18","72,31","69,81","63,01",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
208,Kota Magelang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"56,23",-,"76,47","71,04","62,96","71,18",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
209,Kota Pekalongan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"57,78",-,"70,83","66,66","69,63","74,37",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
210,Kota Salatiga,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"42,15",-,"85,45","54,95","78,17","79,57",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
211,Kota Semarang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"77,11",-,"68,11","72,32","68,94","92,94",-,Tidak,"86,00",Tidak,"85,36",Tidak,Tidak
212,Kota Surakarta,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"69,09",-,"57,47","54,92","75,22","66,13",-,Tidak,"86,47",Tidak,Tidak,"73,20",Tidak
213,Kota Tegal,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"52,39",-,"78,06","59,49","61,38","61,35",-,"70,00",Tidak,Tidak,Tidak,Tidak,Tidak
214,Provinsi DI Yogyakarta,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"66,86",-,"68,71","92,56","76,60","63,91",-,Tidak,Tidak,Tidak,Tidak,Tidak,"84,22"
215,Kab. Bantul,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"66,77",-,"70,28","76,30","70,97","72,13",-,Tidak,Tidak,Tidak,Tidak,Tidak,"77,90"
216,Kab. Gunung Kidul,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,09",-,"74,82","73,61","69,64","83,60",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
217,Kab. Kulon Progo,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"68,85",-,"67,57","78,13","71,13","78,57",-,Tidak,Tidak,Tidak,Tidak,Tidak,"75,54"
218,Kab. Sleman,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"67,57",-,"68,38","89,19","82,85","77,60",-,Tidak,Tidak,Tidak,Tidak,Tidak,"78,06"
219,Kota Yogyakarta,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"77,30",-,"64,40","65,52","71,18","62,14",-,Tidak,Tidak,Tidak,Tidak,Tidak,"71,95"
220,Provinsi Jawa Timur,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"59,69",-,"65,70","75,66","76,78","54,94",-,"82,00","87,64",Tidak,"83,16","79,10","81,21"
221,Kab. Bangkalan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"58,17",-,"61,67","50,43","54,64","47,82",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
222,Kab. Banyuwangi,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"67,13",-,"80,42","71,45","61,80","71,29",-,"70,00",Tidak,Tidak,"88,15","74,60","81,31"
223,Kab. Blitar,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,23",-,"55,95","70,85","61,57","64,20",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
224,Kab. Bojonegoro,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"58,44",-,"66,67","82,93","81,80","66,79",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
225,Kab. Bondowoso,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,65",-,"56,14","56,52","49,96","65,51",-,Tidak,Tidak,Tidak,Tidak,Tidak,"70,47"
226,Kab. Gresik,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"62,29",-,"72,59","71,08","64,05","64,90",-,Tidak,Tidak,Tidak,Tidak,Tidak,"71,67"
227,Kab. Jember,-,WTP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"58,27",-,"72,75","80,80","57,62","67,74",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
228,Kab. Jombang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"63,38",-,"81,19","64,08","73,94","76,99",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
229,Kab. Kediri,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"67,22",-,"64,53","73,61","79,41","81,99",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
230,Kab. Lamongan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"60,26",-,"75,55","77,54","55,09","80,98",-,Tidak,Tidak,Tidak,Tidak,Tidak,"70,96"
231,Kab. Lumajang,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"57,34",-,"49,29","68,33","62,25","67,48",-,"70,00",Tidak,Tidak,Tidak,Tidak,Tidak
232,Kab. Madiun,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"66,03",-,"71,98","85,49","75,60","75,63",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
233,Kab. Magetan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"56,16",-,"60,64","88,75","67,10","84,03",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
234,Kab. Malang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"68,74",-,"71,77","70,50","65,74","81,81",-,"75,00",Tidak,Tidak,"88,01",Tidak,"70,51"
235,Kab. Mojokerto,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"69,46",-,"75,83","73,32","60,92","84,09",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
236,Kab. Nganjuk,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"59,65",-,"71,21","72,39","74,98","63,50",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
237,Kab. Ngawi,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"60,44",-,"72,60","80,01","65,84","61,10",-,Tidak,Tidak,Tidak,Tidak,Tidak,"70,04"
238,Kab. Pacitan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,22",-,"54,85","83,31","74,04","65,79",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
239,Kab. Pamekasan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"51,35",-,"49,59","63,39","49,99","83,47",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
240,Kab. Pasuruan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"67,49",-,"47,53","70,92","61,52","75,17",-,Tidak,Tidak,Tidak,"87,82",Tidak,"74,03"
241,Kab. Ponorogo,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"71,13",-,"58,39","69,36","70,41","63,21",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
242,Kab. Probolinggo,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,04",-,"73,19","74,32","62,68","61,70",-,Tidak,Tidak,Tidak,Tidak,Tidak,"70,04"
243,Kab. Sampang,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"53,28",-,"66,10","65,28","56,63","76,63",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
244,Kab. Sidoarjo,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"46,35",-,"71,11","81,87","73,60","70,61",-,Tidak,Tidak,Tidak,"89,82",Tidak,"71,69"
245,Kab. Situbondo,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"55,94",-,"48,65","57,00","66,50","73,08",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
246,Kab. Sumenep,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"45,34",-,"52,41","62,23","62,01","81,00",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
247,Kab. Trenggalek,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,77",-,"59,39","78,45","73,73","61,74",-,"70,00",Tidak,Tidak,Tidak,Tidak,Tidak
248,Kab. Tuban,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"55,79",-,"70,58","89,93","70,18","65,03",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
249,Kab. Tulungagung,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"56,03",-,"66,09","72,83","81,56","66,12",-,"75,00",Tidak,Tidak,"89,81",Tidak,"70,94"
250,Kota Blitar,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"67,43",-,"77,83","78,37","73,63","52,43",-,Tidak,Tidak,Tidak,"86,54",Tidak,"70,86"
251,Kota Kediri,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"46,55",-,"69,94","75,04","76,84","64,44",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
252,Kota Madiun,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"67,04",-,"71,12","78,57","76,41","65,50",-,"70,00",Tidak,Tidak,Tidak,Tidak,Tidak
253,Kota Malang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,85",-,"69,30","77,55","75,09","66,94",-,Tidak,Tidak,"78,70","89,40",Tidak,"70,96"
254,Kota Mojokerto,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"63,00",-,"73,34","98,72","68,89","60,90",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
255,Kota Pasuruan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"59,45",-,"67,32","71,45","68,55","56,24",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
256,Kota Probolinggo,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,11",-,"73,10","90,01","54,02","65,85",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
257,Kota Surabaya,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"79,50",-,"85,57","53,14","79,97","91,03",-,"80,00",Tidak,"76,00","87,79",Tidak,Tidak
258,Kota Batu,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"59,95",-,"58,47","59,12","62,83","78,47",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
259,Provinsi Kalimantan Barat,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"72,74",-,"60,66","51,34","56,65","41,74",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
260,Kab. Bengkayang,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"56,49",-,"54,85","54,95","58,91","57,81",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
261,Kab. Landak,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"56,39",-,"50,32","64,85","57,63","54,49",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
262,Kab. Kapuas Hulu,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,80",-,"54,85","53,89","48,16","62,07",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
263,Kab. Ketapang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"60,13",-,"57,63","68,02","61,04","68,07",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
264,Kab. Mempawah,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"60,40",-,"63,17","51,71","65,49","51,60",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
265,Kab. Sambas,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"55,97",-,"66,59","73,99","58,51","69,62",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
266,Kab. Sanggau,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"66,30",-,"42,10","29,87","47,76","65,23",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
267,Kab. Sintang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,63",-,"49,49","57,13","54,36","49,56",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
268,Kota Pontianak,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"69,57",-,"75,73","72,37","42,95","75,15",-,Tidak,Tidak,Tidak,Tidak,Tidak,"70,02"
269,Kota Singkawang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"61,63",-,"62,20","66,71","59,53","41,53",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
270,Kab. Sekadau,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"57,58",-,"32,10","44,46","59,71","57,10",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
271,Kab. Melawi,-,WDP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"60,93",-,"48,09","70,35","45,31","54,07",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
272,Kab. Kayong Utara,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"63,77",-,"70,19","76,65","54,29","73,09",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
273,Kab. Kubu Raya,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"60,30",-,"71,20","41,18","51,01","65,55",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
274,Provinsi Kalimantan Tengah,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"57,42",-,"39,39","29,98","47,71","79,83",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
275,Kab. Barito Selatan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"53,86",-,"35,11","58,03","61,60","61,13",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
276,Kab. Barito Utara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"43,75",-,"53,73","57,91","70,99","73,09",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
277,Kab. Kapuas,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"60,73",-,"68,59","38,90","58,70","85,06",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
278,Kab. Kotawaringin Barat,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,31",-,"51,70","45,00","67,74","87,39",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
279,Kab. Kotawaringin Timur,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"51,36",-,"51,28","46,86","59,91","72,97",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
