,Kode Daerah,Daerah,Belanja Pegawai,Penduduk,Luas Daratan,Luas Lautan,Total Luas Wilayah,IKK,IPM,PDRB per kapita,PAD,DBH Pajak,DBH SDA,Alokasi DAU
165,1016,Kab. Tasikmalaya,782877885420.00,1801882.00,2551.19,339.42,2890.61,100.47,65.64,19125076.24,288290693896.00,28697889711.00,24568314072.00,1421519801000.00
166,1017,Kota Bandung,966588814774.00,2490386.00,167.67,0,167.67,114.91,81.62,95366713.21,2548258990275.00,224996446342.00,24372223296.00,1617852903000.00
167,1018,Kota Bekasi,674237244964.00,2458623.00,206.61,0,206.61,111.18,81.59,26842697.83,2442151873746.89,86080345551.00,24372223296.00,1175540512000.00
168,1019,Kota Bogor,428405694312.00,1056421.00,118.50,0,118.50,116.53,76.23,36701975.90,1015884216919.86,48918114870.00,24372223296.00,776739453000.00
169,1020,Kota Cirebon,303811501024.00,341725.00,37.36,44.34,81.70,98.52,74.92,62168864.29,434208148078.00,29991189587.00,24372223296.00,554276295000.00
170,1021,Kota Depok,409249791838.00,1865166.00,200.29,0,200.29,118.20,80.82,27358321.63,1293003769037.00,59334129615.00,24372223296.00,871603788000.00
171,1022,Kota Sukabumi,231762786502.00,350337.00,48.25,0,48.25,101.46,74.31,33765787.15,330946584148.00,25152843906.00,24372223296.00,478905738000.00
172,1023,Kota Tasikmalaya,441925249008.00,722754.00,171.61,0,171.61,100.75,72.84,26136685.83,290971707718.47,25379836142.00,24372307746.00,766651766000.00
173,1024,Kota Cimahi,278547314990.00,555966.00,39.27,0,39.27,105.83,78.11,30476021.39,360955331172.96,31760797170.00,24372223296.00,547976205000.00
174,1025,Kota Banjar,167354103798.00,206237.00,113.49,0,113.49,93.88,71.75,19034822.30,100745347096.00,22917810850.00,26236957098.00,358176982000.00
175,1026,Kab. Bandung Barat,528359605874.00,1674393.00,1305.77,0,1305.77,108.40,68.27,16749658.88,528087033271.00,40803112713.00,39770975878.00,1044339297000.00
176,1027,Kab. Pangandaran,228446266556.00,426483.00,1010.00,475.33,1485.33,97.81,68.21,25365306.50,114813035209.00,23416567053.00,24664224176.00,521916224000.00
177,1100,Provinsi Jawa Tengah,2658962206902.00,36896752.00,32800.69,17230.39,50031.08,97.31,71.73,23480731.30,14437914236398.00,386818540728.00,14377494964.00,3546565978000.00
178,1101,Kab. Banjarnegara,499899665580.00,1026633.00,1023.73,0,1023.73,93.52,67.34,16751089.29,257700650110.00,16485339073.00,1583791319.00,925606228000.00
179,1102,Kab. Banyumas,780750972868.00,1806347.00,1335.30,0,1335.30,94.82,71.96,21031509.47,686805512326.17,23688992622.00,1873501025.00,1332303777000.00
180,1103,Kab. Batang,404240869348.00,798708.00,788.65,245.10,1033.75,94.26,68.42,17054857.67,245836087092.28,23534063120.00,1829633017.00,762093504000.00
181,1104,Kab. Blora,483540972790.00,907717.00,1804.59,0,1804.59,99.39,68.65,18731244.22,246863066484.00,92932649756.00,31866832227.00,892172280000.00
182,1105,Kab. Boyolali,531514997008.00,1062359.00,1008.45,0,1008.45,90.82,73.80,20887397.40,395431863402.00,18366990260.00,1665407518.00,976154843000.00
183,1106,Kab. Brebes,621563009564.00,1933087.00,1902.37,306.77,2209.14,99.64,66.12,19483105.15,379091298714.05,21046125906.00,2026859464.00,1279570502000.00
184,1107,Kab. Cilacap,701977626786.00,1945220.00,2124.47,633.92,2758.39,94.56,69.98,20957618.86,574276795303.59,55639875006.00,1526881101.00,1314981159000.00
185,1108,Kab. Demak,445496345592.00,1164925.00,900.12,265.93,1166.05,103.45,71.87,15591500.37,407400540994.55,16385815576.00,1538384308.00,884747530000.00
186,1109,Kab. Grobogan,541076492480.00,1478278.00,2013.86,0,2013.86,94.84,69.86,15845277.30,344559032450.00,22942918842.00,2236982575.00,1068435263000.00
187,1110,Kab. Jepara,496768553596.00,1198584.00,1059.25,2097.65,3156.90,105.25,71.88,16139280.39,384979296768.00,26251621936.00,1612442140.00,959599852000.00
188,1111,Kab. Karanganyar,558591614082.00,932274.00,775.44,0,775.44,97.25,75.89,21149137.43,387763013239.00,16885487575.00,1903216326.00,933528473000.00
189,1112,Kab. Kebumen,688224599942.00,1394038.00,1211.74,421.62,1633.36,94.88,69.60,14996499.31,409163433329.68,14514448848.00,1631382181.00,1218308093000.00
190,1113,Kab. Kendal,519089528882.00,1019855.00,1118.13,339.98,1458.11,98.02,71.97,24023305.77,350500849956.00,22254465605.00,1932290866.00,931382224000.00
191,1114,Kab. Klaten,608953739480.00,1327577.00,658.22,0,658.22,94.75,75.29,18057621.52,311648401655.44,16876699589.00,1533194841.00,1187452132000.00
192,1115,Kab. Kudus,444311206804.00,863495.00,425.15,0,425.15,100.05,74.94,25086921.61,343824122868.00,63062306548.00,1533337915.00,772237217000.00
193,1116,Kab. Magelang,524616091574.00,1300195.00,1102.93,0,1102.93,93.43,69.87,18495195.82,417178099961.00,14663915804.00,1791883004.00,1007277736000.00
194,1117,Kab. Pati,655691791028.00,1335907.00,1489.19,347.36,1836.55,103.56,71.35,23274850.55,363997151178.00,17445618051.00,1914052340.00,1143753995000.00
195,1118,Kab. Pekalongan,527365659112.00,959850.00,837.00,71.69,908.69,95.42,69.71,15511420.39,341344415574.51,14178321444.00,1623891612.00,899888446000.00
196,1119,Kab. Pemalang,616953093842.00,1502646.00,1118.03,253.01,1371.04,92.98,66.32,12657790.12,350559139753.00,15602416153.00,2199515446.00,1144446416000.00
197,1120,Kab. Purbalingga,463346772366.00,1007295.00,677.55,0,677.55,90.13,68.99,17027965.75,305996806188.00,13033096718.00,1584931703.00,857514520000.00
198,1121,Kab. Purworejo,500518638150.00,796717.00,1091.49,149.03,1240.52,94.35,72.50,18920971.66,280396155599.65,12126441261.00,1588216799.00,944177039000.00
199,1122,Kab. Rembang,410066510604.00,641647.00,887.13,519.28,1406.41,102.30,70.15,21599546.14,308445489137.31,15773860887.00,2463992836.00,741967840000.00
200,1123,Kab. Semarang,511261127400.00,1038469.00,950.21,0,950.21,107.03,74.14,29036346.13,429011081257.00,22068766701.00,2203622917.00,926781418000.00
201,1124,Kab. Sragen,550242270696.00,1000579.00,941.54,0,941.54,98.20,73.43,22833960.15,368325799601.00,13466564507.00,1672363790.00,1017058181000.00
202,1125,Kab. Sukoharjo,490819082130.00,910024.00,489.12,0,489.12,95.41,76.84,24800036.85,458742223869.00,17423814109.00,1532637033.00,875928712000.00
203,1126,Kab. Tegal,602128196670.00,1579432.00,876.10,153.71,1029.81,94.30,68.24,13736989.38,436003392413.29,14971207865.00,1919137989.00,1112675840000.00
204,1127,Kab. Temanggung,412974317988.00,794055.00,837.71,0,837.71,97.90,69.56,19726004.46,278313775793.00,13096939738.00,1667448588.00,778059299000.00
205,1128,Kab. Wonogiri,609091827502.00,1093588.00,1793.67,47.38,1841.05,95.61,69.98,21379851.75,287221631013.15,14203630164.00,1718954970.00,1095011743000.00
206,1129,Kab. Wonosobo,422060806780.00,892078.00,981.41,0,981.41,101.78,68.27,17344854.24,238371743591.00,15259008607.00,1593146498.00,818599153000.00
207,1130,Kota Magelang,173821785076.00,130129.00,16.06,0,16.06,94.75,78.80,57163372.16,273582932151.00,12057359778.00,1532637033.00,423182928000.00
208,1131,Kota Pekalongan,192296819120.00,315218.00,45.25,44.05,89.30,96.18,74.77,27455803.01,212777435293.61,12289172961.00,1532637033.00,440508045000.00
209,1132,Kota Salatiga,208699265898.00,195618.00,57.36,0,57.36,100.48,83.12,46983399.14,236086898372.00,11958189503.00,1551520472.00,431844399000.00
210,1133,Kota Semarang,660282216412.00,1681058.00,373.78,117.97,491.75,100.00,83.19,83005119.14,2066333418588.00,122469464339.00,1618041258.00,1206256161000.00
211,1134,Kota Surakarta,384765181552.00,575921.00,46.01,0,46.01,97.85,81.86,76746439.87,546020008117.00,24710014726.00,1532637033.00,807693430000.00
212,1135,Kota Tegal,219673665168.00,287229.00,39.68,44.15,83.83,101.40,74.93,45553681.71,285575788984.16,12076617664.00,1532637033.00,466650324000.00
213,1200,Provinsi DI Yogyakarta,713312722776.00,3668304.00,3133.15,2334.56,5467.71,102.29,79.99,33604614.52,2082795334434.50,51757000870.00,37103468.00,1265379234000.00
214,1201,Kab. Bantul,503350991180.00,952980.00,508.13,104.99,613.12,101.98,80.01,23491950.63,505929472001.63,16192528211.00,695688535.00,941315965000.00
215,1202,Kab. Gunung Kidul,519279827416.00,772983.00,1431.42,478.41,1909.83,105.19,69.96,21959335.84,254810945072.62,14010606262.00,714489792.00,896737480000.00
216,1203,Kab. Kulon Progo,394028569598.00,447506.00,586.28,188.40,774.68,100.38,74.44,23505891.89,237876805206.17,12098882619.00,793663488.00,669968360000.00
217,1204,Kab. Sleman,553949927896.00,1079916.00,574.82,0,574.82,101.02,83.85,38427341.75,972049575206.45,32194315204.00,695639645.00,956601996000.00
218,1205,Kota Yogyakarta,319325802806.00,414919.00,32.50,0,32.50,102.95,86.65,76823347.65,689049725509.27,28487818435.00,695639645.00,637956347000.00
219,1300,Provinsi Jawa Timur,3186373718408.00,40963227.00,47803.49,53929.53,101733.02,102.44,71.50,37985477.69,19327125485405.90,672327123984.00,1330316122526.00,3771146596000.00
220,1301,Kab. Bangkalan,522957829824.00,1079599.00,1001.44,674.53,1675.97,107.40,63.79,17600704.61,262258214631.49,21702798404.00,77911384465.00,964231396000.00
221,1302,Kab. Banyuwangi,645511940630.00,1750933.00,5782.40,1661.93,7444.33,107.36,70.60,38978845.57,495691172682.08,33532261199.00,114412232841.00,1335734467000.00
222,1303,Kab. Blitar,561386096204.00,1251654.00,1336.48,307.88,1644.36,96.81,70.57,24043277.47,285742715698.86,17072519003.00,62152712518.00,1078450383000.00
223,1304,Kab. Bojonegoro,569214761092.00,1341181.00,2198.79,0,2198.79,101.49,68.75,26180729.15,561251499955.96,209905146804.00,2236990740138.00,898915809000.00
224,1305,Kab. Bondowoso,505381529114.00,799986.00,1525.97,0,1525.97,97.63,66.09,18652227.63,218538009619.15,17982296513.00,62347344312.00,871057433000.00
225,1306,Kab. Gresik,487190737456.00,1280181.00,1191.25,1084.97,2276.22,117.07,76.10,48525892.56,980776381995.43,84344799349.00,92710994241.00,899246533000.00
226,1307,Kab. Jember,800694181564.00,2574379.00,3092.34,1000.49,4092.83,105.46,66.69,22677850.36,667598426909.96,38988907694.00,63159201978.00,1660676135000.00
227,1308,Kab. Jombang,558187040964.00,1348604.00,1115.09,0,1115.09,101.79,72.85,24063541.00,476662933476.46,20333425444.00,61839186350.00,1038926459000.00
228,1309,Kab. Kediri,631646498870.00,1669156.00,1386.05,0,1386.05,97.83,71.85,19238739.15,457763422281.57,27457342960.00,61964987502.00,1187961417000.00
229,1310,Kab. Lamongan,583312805686.00,1377143.00,1782.05,275.11,2057.16,107.85,72.57,25565829.73,472002823163.86,23025487786.00,62238637593.00,1122346232000.00
230,1311,Kab. Lumajang,447248392212.00,1132159.00,1790.90,272.59,2063.49,101.47,65.33,21716304.08,296467374174.37,20254026213.00,62612901932.00,929212488000.00
231,1312,Kab. Madiun,456115615060.00,752057.00,1037.58,0,1037.58,100.70,71.69,22380293.66,229206394170.37,17689179026.00,62582536417.00,834866104000.00
232,1313,Kab. Magetan,497669420788.00,701866.00,688.84,0,688.84,101.97,73.49,23735952.57,237377706041.60,13957103617.00,61766725919.00,865427353000.00
233,1314,Kab. Malang,772723070438.00,2561377.00,3530.65,654.60,4185.25,106.99,70.35,26963401.06,623808877784.41,44539821882.00,62378637077.00,1610042915000.00
234,1315,Kab. Mojokerto,492981274500.00,1143011.00,717.83,0,717.83,98.92,73.53,32861417.29,554999510278.91,24092473519.00,61896094282.00,933620228000.00
235,1316,Kab. Nganjuk,574614021148.00,1127963.00,1224.25,0,1224.25,100.84,71.71,19979420.99,368272236478.28,18205871577.00,62171923263.00,1015486592000.00
236,1317,Kab. Ngawi,589381307406.00,916533.00,1295.98,0,1295.98,100.86,70.41,20143263.70,255080331088.80,18859270933.00,62389695065.00,998372421000.00
237,1318,Kab. Pacitan,429068587940.00,597320.00,1389.92,477.81,1867.73,94.37,68.16,23486293.96,199044387517.51,12898386356.00,61808930916.00,755965747000.00
238,1319,Kab. Pamekasan,433884123096.00,830446.00,792.24,376.99,1169.23,103.54,65.94,18510445.69,219671437717.13,16858763427.00,61733027445.00,817739051000.00
239,1320,Kab. Pasuruan,614898408142.00,1598515.00,1474.02,174.67,1648.69,105.68,68.29,38351485.95,650889114689.79,34917019134.00,61866499359.00,1133108026000.00
240,1321,Kab. Ponorogo,583752785336.00,975075.00,1305.70,0,1305.70,99.69,70.56,19165842.37,290815307168.20,17207299299.00,62322127774.00,1011882314000.00
241,1322,Kab. Probolinggo,474012686036.00,1142904.00,1696.21,538.41,2234.62,102.12,65.60,21885356.74,245431703862.63,21304505748.00,61906444196.00,956865262000.00
242,1323,Kab. Sampang,414725007024.00,864113.00,1233.08,752.34,1985.42,105.11,61.94,18342225.50,168778440667.02,16780722120.00,61721431562.00,807701480000.00
243,1324,Kab. Sidoarjo,692587792958.00,1934310.00,634.38,228.86,863.24,111.38,80.05,55545798.70,1689953213262.69,87929339026.00,78935759549.00,1169538173000.00
244,1325,Kab. Situbondo,422429397878.00,693174.00,1669.87,1016.84,2686.71,96.97,67.09,23467642.95,204727875621.05,16945788760.00,61779983299.00,769567632000.00
245,1326,Kab. Sumenep,555272689270.00,1137522.00,1998.54,8403.22,10401.76,105.67,66.22,22560076.60,246421640622.62,26350410179.00,77302535725.00,1117673305000.00
246,1327,Kab. Trenggalek,467856555282.00,751628.00,1147.22,632.05,1779.27,98.96,69.46,19223693.87,285134071594.78,15043986503.00,62262411296.00,850766057000.00
247,1328,Kab. Tuban,513454926794.00,1216295.00,1834.15,455.82,2289.97,102.06,68.37,33104919.74,518003562562.47,57112151855.00,81692276362.00,992001175000.00
248,1329,Kab. Tulungagung,676795921604.00,1123325.00,1055.65,190.47,1246.12,101.75,72.62,26091681.88,486358101284.37,19559939397.00,62203055353.00,1097920931000.00
249,1330,Kota Blitar,180436291396.00,158349.00,32.57,0,32.57,99.01,78.56,38945182.27,166140178781.39,13647314378.00,61720577298.00,407004118000.00
250,1331,Kota Kediri,282004568672.00,296124.00,63.40,0,63.40,98.61,78.08,85272014.80,266745042377.64,25981023785.00,61720577298.00,588574951000.00
251,1332,Kota Madiun,203944437340.00,207451.00,33.92,0,33.92,101.50,80.88,57189569.98,252048754413.59,16803453914.00,61720577298.00,480897030000.00
252,1333,Kota Malang,413046259644.00,863784.00,145.28,0,145.28,104.41,81.32,63032308.17,588066042351.01,42007011116.00,61720577298.00,818921005000.00
253,1334,Kota Mojokerto,168371618486.00,139493.00,20.21,0,20.21,100.39,77.96,43516415.41,192695566219.26,13066542987.00,61720577298.00,379738311000.00
254,1335,Kota Pasuruan,190599127846.00,211849.00,35.29,38.63,73.92,102.37,75.25,31476220.39,161712573176.20,19008979969.00,61720577298.00,416730556000.00
255,1336,Kota Probolinggo,210770686304.00,241545.00,56.67,27.61,84.28,96.16,73.27,40365326.94,175775285716.82,16578372105.00,61720577298.00,444861386000.00
256,1337,Kota Surabaya,810047496706.00,2959082.00,350.54,156.53,507.07,111.62,82.22,160258187.31,5381920253809.67,298604198922.00,61720761571.00,1221563157000.00
257,1338,Kota Batu,190411940966.00,213141.00,136.74,0,136.74,102.92,75.88,75901270.63,183717261619.50,12381864158.00,61794023825.00,460251693000.00
258,1400,Provinsi Kalimantan Barat,670890891984.00,5457352.00,147307.00,33344.36,180651.36,110.92,67.65,30547147.18,2301306937991.85,107998957784.00,30583808184.00,1624268870000.00
259,1401,Kab. Bengkayang,241275397020.00,289164.00,5075.48,880.43,5955.91,113.86,67.57,26405397.62,51957359827.80,12720868633.00,5862120431.00,561038235000.00
260,1402,Kab. Landak,249830805910.00,402344.00,8915.10,0,8915.10,113.62,65.96,22831788.74,92870330406.09,20734963471.00,7682127999.00,628617622000.00
261,1403,Kab. Kapuas Hulu,309177165476.00,247755.00,29842.00,0,29842.00,123.34,65.65,33877781.04,79977091077.67,23879679528.00,10239794701.00,920588385000.00
262,1404,Kab. Ketapang,390789256268.00,574217.00,31240.74,3469.26,34710.00,105.25,67.16,31471918.64,195238357272.50,67484140171.00,40223310221.00,1066408252000.00
263,1405,Kab. Mempawah,243423005474.00,307271.00,2797.88,1104.68,3902.56,107.91,65.50,22548853.05,87577542983.87,10197471391.00,7108759000.00,549229501000.00
264,1406,Kab. Sambas,396240991578.00,638760.00,6716.52,1360.86,8077.38,111.20,67.02,28121113.17,148846279607.03,26725984482.00,4237125459.00,830337802000.00
265,1407,Kab. Sanggau,315554596852.00,488569.00,12857.80,0,12857.80,113.74,65.67,28601227.72,117494362216.44,35497067872.00,47665444526.00,764906886000.00
266,1408,Kab. Sintang,350760771346.00,414134.00,21638.20,0,21638.20,114.15,66.70,29593651.86,172275979701.89,29884903264.00,7863478212.00,864889771000.00
267,1409,Kota Pontianak,306612980818.00,670859.00,107.80,0,107.80,104.59,79.35,48200668.02,478790894895.49,34371120795.00,4617701262.00,668160406000.00
268,1410,Kota Singkawang,206673457016.00,238138.00,504.00,144.22,648.22,111.95,71.72,35047272.92,166200436090.04,9715654087.00,4518775790.00,472145219000.00
269,1411,Kab. Sekadau,168970447384.00,214938.00,5444.20,0,5444.20,107.05,64.34,27596701.26,45360926218.14,15466546127.00,6292424700.00,479198360000.00
270,1412,Kab. Melawi,211895293458.00,234141.00,10640.80,0,10640.80,113.80,65.54,19608925.61,40577160351.56,18199741590.00,5612229799.00,571472321000.00
271,1413,Kab. Kayong Utara,133135124158.00,127679.00,4568.26,5242.05,9810.31,110.36,62.66,28119533.85,28597868471.99,11532224813.00,5915858946.00,459627274000.00
272,1414,Kab. Kubu Raya,338682093896.00,609383.00,6958.22,1571.82,8530.04,103.63,67.76,30911090.03,172839464395.36,27234874008.00,6239317571.00,742123048000.00
273,1500,Provinsi Kalimantan Tengah,617348815986.00,2602119.00,153564.50,12325.85,165890.35,99.55,70.91,43206037.60,1776231952739.76,119246089996.00,210847759463.00,1478722776000.00
274,1501,Kab. Barito Selatan,225417434574.00,130302.00,8830.00,0,8830.00,99.72,70.10,37547059.12,77337581831.24,14458721864.00,71709792865.00,534162935000.00
275,1502,Kab. Barito Utara,240926528086.00,156724.00,8300.00,0,8300.00,100.19,70.52,31670813.14,74324983989.24,40112834548.00,184250502340.00,517637911000.00
276,1503,Kab. Kapuas,387808667354.00,416865.00,14999.00,196.40,15195.40,94.10,69.38,30502317.45,162342997660.55,35575734977.00,211014970025.00,803694028000.00
277,1504,Kab. Kotawaringin Barat,255817464646.00,255346.00,10759.00,989.05,11748.05,96.82,72.85,56619498.82,170185828808.34,57472222773.00,43200606088.00,612889225000.00
278,1505,Kab. Kotawaringin Timur,350096366586.00,415702.00,16796.00,600.36,17396.36,101.05,71.16,48277744.77,220447371225.15,80149876382.00,49121336713.00,786123576000.00
279,1506,Kota Palangkaraya,308436285024.00,271302.00,2399.50,0,2399.50,97.60,80.77,60875713.71,172362106484.76,15547411215.00,28971265504.00,612076136000.00
280,1507,Kab. Katingan,236577985240.00,158449.00,17500.00,420.84,17920.84,93.16,68.55,41377537.37,66049066152.67,52754377106.00,66685596757.00,646667846000.00
281,1508,Kab. Seruyan,174482818608.00,148666.00,16404.00,1003.36,17407.36,101.67,67.57,39180335.01,88983634301.93,37383042996.00,60226552311.00,578163594000.00
282,1509,Kab. Sukamara,110285754734.00,61881.00,3827.00,546.61,4373.61,105.68,67.95,52653911.60,37385558134.68,11723886581.00,30760923571.00,394536235000.00
283,1510,Kab. Lamandau,159128162812.00,93179.00,6414.00,0,6414.00,101.34,70.51,44187331.32,70717020504.17,19723398943.00,55932462378.00,433340075000.00
284,1511,Kab. Gunung Mas,204146439152.00,135901.00,10805.00,0,10805.00,101.81,70.65,33556242.59,76218412656.68,21969529469.00,53221126428.00,527932477000.00
285,1512,Kab. Pulang Pisau,210330360254.00,133209.00,8997.00,769.52,9766.52,97.62,68.34,36524498.20,81369902900.83,13186861496.00,31689575358.00,532104386000.00
286,1513,Kab. Murung Raya,186672338814.00,110277.00,23700.00,0,23700.00,108.02,67.89,36974052.19,80128875111.78,27030553234.00,130105594072.00,635603443000.00
287,1514,Kab. Barito Timur,223512190424.00,114316.00,3834.00,0,3834.00,96.09,71.34,37927092.81,58023576121.31,19918012289.00,71311647795.00,451549564000.00
288,1600,Provinsi Kalimantan Selatan,710320795232.00,4070320.00,38744.23,21972.01,60716.24,100.32,70.72,30251433.18,3498836748488.07,131615429102.00,950688050331.00,1129519254000.00
289,1601,Kab. Banjar,407064316768.00,554281.00,4668.00,32.75,4700.75,102.69,68.94,23800515.11,223039721642.40,23519845457.00,315522599531.00,696384761000.00
290,1602,Kab. Barito Kuala,294564189632.00,317213.00,2996.46,116.90,3113.36,102.44,66.24,23239409.18,80614386027.91,16208950289.00,157929320856.00,543842354000.00
291,1603,Kab. Hulu Sungai Selatan,267571336908.00,232527.00,1804.94,0,1804.94,102.28,68.80,23452017.93,167990651494.81,21048655712.00,301017285323.00,490461821000.00
292,1604,Kab. Hulu Sungai Tengah,253137031626.00,260283.00,1472.00,0,1472.00,101.74,68.80,23237579.01,118062735649.79,9169743725.00,210293291128.00,493980930000.00
293,1605,Kab. Hulu Sungai Utara,255388004982.00,231097.00,892.70,0,892.70,100.20,65.49,19496772.23,141471379477.45,9563738932.00,157909950157.00,462510806000.00
294,1606,Kab. Kotabaru                                     ,262545138666.00,324965.00,9482.73,5060.20,14542.93,98.09,68.95,35305746.80,130669444314.80,37337745326.00,288981891499.00,602279945000.00
295,1607,Kab. Tabalong,275060155806.00,244738.00,3766.97,0,3766.97,104.17,71.78,36528125.80,178740406595.21,76608542106.00,434839276671.00,466357861000.00
296,1608,Kab. Tanah Laut,310771030956.00,351057.00,3631.35,1279.04,4910.39,94.34,69.04,25866623.82,169786229529.69,47495448631.00,672109049614.00,510661585000.00
297,1609,Kab. Tapin,234891906084.00,189009.00,2700.82,0,2700.82,96.93,70.13,29741271.83,102654659946.84,50168464559.00,452697704438.00,430487200000.00
298,1610,Kota Banjarbaru                                   ,235118360698.00,240288.00,371.00,0,371.00,100.20,79.22,36744426.87,268478689209.48,16778379725.00,157969279090.00,425300994000.00
299,1611,Kota Banjarmasin,344126679530.00,671383.00,72.00,0,72.00,101.39,77.16,40585313.97,330718653035.65,26780852233.00,157957602410.00,681679786000.00
300,1612,Kab. Balangan,184811825896.00,131751.00,1878.30,0,1878.30,105.71,68.39,31916038.34,82522528225.07,21517651852.00,776855662362.00,357992698000.00
301,1613,Kab. Tanah Bumbu,249493276084.00,321728.00,5006.96,816.06,5823.02,94.71,70.50,36008194.07,156455838001.83,76249902494.00,778951526483.00,442406892000.00
302,1700,Provinsi Kalimantan Timur,681873065186.00,3661161.00,129066.64,29473.09,158539.73,109.69,76.61,66487150.28,6555852805408.37,550958226610.00,2880815953186.00,856333359000.00
303,1701,Kab. Berau,296655208032.00,235756.00,21240.00,4402.25,25642.25,103.98,74.88,59174859.31,231015862552.88,81214043188.00,1254875273895.00,564406225000.00
304,1703,Kab. Kutai Kartanegara,839551876372.00,705168.00,23601.91,1849.01,25450.92,109.18,73.78,77378676.51,552433123136.41,1016806136799.00,2844157946290.00,458084268000.00
305,1704,Kab. Kutai Barat,219741731746.00,165453.00,20381.59,0,20381.59,111.62,71.63,79483977.92,168902593788.33,73333004752.00,1097419319601.00,562642939000.00
306,1705,Kab. Kutai Timur,354432400600.00,424170.00,35747.50,2301.04,38048.54,109.67,73.49,49450233.21,207991778309.17,224602117809.00,2077015164717.00,577491008000.00
307,1708,Kab. Paser,294284340624.00,267276.00,7730.88,1102.61,8833.49,105.04,72.29,40203216.31,166152927546.05,76869212060.00,1019712238811.00,388745286000.00
308,1709,Kota Balikpapan,299126860908.00,672878.00,527.00,310.17,837.17,103.71,80.11,82925139.98,764087241241.05,68155340656.00,538237196134.00,442478095000.00
309,1710,Kota Bontang,171095480512.00,182484.00,406.70,276.68,683.38,106.83,80.09,60589191.38,218743530945.38,122313478064.00,631064097874.00,233454676000.00
310,1711,Kota Samarinda,487000165578.00,801035.00,783.00,0,783.00,102.23,80.20,68817630.83,560444857362.80,70167651448.00,869404185785.00,682255913000.00
311,1713,Kab. Penajam Paser Utara,212842751852.00,175871.00,3333.06,403.30,3736.36,105.92,71.64,28848887.99,93491428426.19,67500359374.00,797682446656.00,280388087000.00
312,1715,Kab. Mahakam Ulu,56867611410.00,31070.00,15315.00,0,15315.00,143.93,67.58,83692642.77,18514872498.11,23457635139.00,685430742228.00,457668332000.00
313,1800,Provinsi Sulawesi Utara,681485375062.00,2659987.00,13892.47,47845.97,61738.44,104.11,72.99,42431873.01,1286069364575.67,54248229552.00,45309474117.00,1374484768000.00
314,1801,Kab. Bolaang Mongondow,249858002708.00,251535.00,2871.65,563.16,3434.81,95.81,67.82,27386256.25,64108478949.26,8490790305.00,13634136195.00,527960118000.00
315,1802,Kab. Minahasa,305216960274.00,343131.00,1114.87,498.07,1612.94,99.30,75.47,43464574.32,99406903272.22,17308176635.00,12011263640.00,635281531000.00
316,1803,Kab. Kepulauan Sangihe,223714254532.00,142740.00,461.11,4266.40,4727.51,118.13,70.53,27440938.84,69441470626.98,6953930396.00,7830563824.00,510463056000.00
317,1804,Kota Bitung,185753478552.00,226193.00,302.89,520.73,823.62,106.21,74.20,49975005.41,88194541966.80,18124244717.00,65176063915.00,480061807000.00
318,1805,Kota Manado,337518135898.00,474738.00,157.27,374.14,531.41,102.83,79.12,76603999.32,377379618671.84,29504128250.00,7131724039.00,725286092000.00
319,1806,Kab. Kepulauan Talaud,206996670856.00,97392.00,1240.40,3051.63,4292.03,136.51,68.97,22122919.78,30781147560.13,6714881375.00,7069360612.00,473210020000.00
320,1807,Kab. Minahasa Selatan,232434084362.00,239418.00,1409.97,546.03,1956.00,103.41,71.68,29162123.87,44055469890.58,7342406154.00,9669984160.00,517743755000.00
321,1808,Kota Tomohon,162193103038.00,100587.00,114.20,0,114.20,101.02,76.67,36820668.63,41703826008.40,7457750478.00,10097849557.00,406403349000.00
322,1809,Kab. Minahasa Utara,202941391612.00,222648.00,918.49,1352.35,2270.84,100.63,73.95,48146563.02,107186871297.13,37085782515.00,18048137468.00,483673388000.00
323,1810,Kab. Kep. Siau Tagulandang Biaro,123308281752.00,74078.00,275.86,1832.58,2108.44,118.52,67.48,30885341.30,25197629321.15,6220626659.00,7037281146.00,373821875000.00
324,1811,Kota Kotamobagu,144387828642.00,123835.00,108.89,0,108.89,98.32,73.22,27965648.81,64290644909.08,7886508372.00,7506532003.00,364720632000.00
325,1812,Kab. Bolaang Mongondow Utara,137385982536.00,85108.00,1680.00,604.38,2284.38,92.31,66.91,25159751.02,24162871703.71,6562787514.00,7738443631.00,359975091000.00
326,1813,Kab. Minahasa Tenggara,145547944300.00,118153.00,710.83,319.63,1030.46,95.81,70.47,38758381.10,21152244742.60,6608570146.00,7307204439.00,392476411000.00
327,1814,Kab. Bolaang Mongondow Timur,112119051552.00,88683.00,910.18,482.07,1392.25,101.90,66.08,21232621.98,19178365237.00,6579755967.00,7032225395.00,334764412000.00
328,1815,Kab. Bolaang Mongondow Selatan,101932618736.00,71748.00,1615.86,971.32,2587.18,98.85,65.28,27345139.12,18049669248.00,8148848231.00,19328221887.00,338934649000.00
329,1900,Provinsi Sulawesi Tengah,750896689982.00,2987711.00,61841.29,73587.88,135429.17,90.74,69.50,40266351.70,1090854785057.78,49253957182.00,91526997293.00,1542542285000.00
330,1901,Kab. Banggai,463549072682.00,368770.00,9672.70,5014.22,14686.92,93.10,70.36,42534640.82,165863778696.68,77579932427.00,136571359557.00,832604848000.00
