,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
252,Kota Madiun,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"9.319.215.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"11.735.422.000,00",-,Tidak,Tidak,"12.224.277.000,00",-,"10.589.391.000,00",Tidak,"11.744.290.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,"9.232.645.000,00",Tidak
253,Kota Malang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.828.730.000,00",Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,"9.933.698.000,00",-,Tidak,"10.557.416.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,"7.612.849.000,00","4.770.159.000,00",Tidak,Tidak,"8.839.168.000,00"
254,Kota Mojokerto,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.338.245.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"9.970.893.000,00","11.001.849.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
255,Kota Pasuruan,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
256,Kota Probolinggo,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,"10.209.297.000,00",Tidak,Tidak,"13.935.814.000,00",-,Tidak,Tidak,"10.390.635.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,"8.887.077.000,00"
257,Kota Surabaya,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,"10.554.555.000,00","14.669.277.000,00",-,Tidak,"10.557.416.000,00",Tidak,-,Tidak,Tidak,"14.680.362.000,00",Tidak,-,"12.417.340.000,00",Tidak,-,Tidak,"4.677.722.000,00",Tidak,"9.225.104.000,00","8.829.082.000,00"
258,Kota Batu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"14.145.150.000,00",Tidak,Tidak,Tidak,Tidak,-,Tidak,"10.269.351.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
259,Provinsi Kalimantan Barat,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
260,Kab. Bengkayang,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
261,Kab. Landak,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.650.138.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"11.143.939.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
262,Kab. Kapuas Hulu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"11.744.290.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
263,Kab. Ketapang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"13.946.344.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
264,Kab. Mempawah,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.338.245.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"9.972.436.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
265,Kab. Sambas,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
266,Kab. Sanggau,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"11.911.705.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"9.972.436.000,00","13.212.326.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
267,Kab. Sintang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"14.889.631.000,00","250.000.000,00","250.000.000,00",Tidak,"8.434.855.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"9.384.370.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
268,Kota Pontianak,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"10.589.391.000,00","11.842.268.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,"8.956.419.000,00"
269,Kota Singkawang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.202.617.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
270,Kab. Sekadau,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00","13.400.668.000,00",Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"12.468.886.000,00",-,"10.154.291.000,00","10.557.416.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
271,Kab. Melawi,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
272,Kab. Kayong Utara,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
273,Kab. Kubu Raya,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,"11.911.705.000,00","250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,"9.608.750.000,00",Tidak,Tidak,-,"9.556.980.000,00",Tidak,Tidak,-,Tidak,Tidak,"11.744.290.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
274,Provinsi Kalimantan Tengah,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.202.617.000,00",Tidak,"13.400.668.000,00",Tidak,"250.000.000,00",Tidak,"9.427.191.000,00",-,Tidak,Tidak,Tidak,"13.202.350.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"12.478.308.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
275,Kab. Barito Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.685.124.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,"12.010.937.000,00",Tidak,Tidak,"12.468.886.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"13.946.344.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
276,Kab. Barito Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"12.468.886.000,00",-,Tidak,Tidak,Tidak,-,Tidak,"10.595.713.000,00","13.946.344.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
277,Kab. Kapuas,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"13.935.814.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"13.212.326.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
278,Kab. Kotawaringin Barat,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.202.617.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,"11.348.913.000,00",Tidak,Tidak,-,Tidak,Tidak,"13.946.344.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
279,Kab. Kotawaringin Timur,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"13.946.344.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
280,Kota Palangkaraya,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,"12.194.855.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"11.744.290.000,00",Tidak,-,"11.727.488.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
281,Kab. Katingan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
282,Kab. Seruyan,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
283,Kab. Sukamara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"7.720.110.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"11.735.422.000,00",Tidak,-,"10.751.602.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
284,Kab. Lamandau,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,"9.608.750.000,00",Tidak,Tidak,"13.935.814.000,00",-,Tidak,"9.970.893.000,00",Tidak,-,"9.966.486.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
285,Kab. Gunung Mas,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"12.277.795.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
286,Kab. Pulang Pisau,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"7.720.110.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"10.154.291.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"12.277.795.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
287,Kab. Murung Raya,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"8.434.855.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"12.478.308.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
288,Kab. Barito Timur,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,"10.269.351.000,00",Tidak,"12.468.886.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
289,Provinsi Kalimantan Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"14.889.631.000,00",Tidak,"250.000.000,00",Tidak,"9.923.359.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"9.970.893.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,"10.282.735.000,00"
290,Kab. Banjar,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.685.124.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"9.970.893.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
291,Kab. Barito Kuala,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"14.145.150.000,00","250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"11.143.939.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
292,Kab. Hulu Sungai Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"10.390.635.000,00",-,"11.212.296.000,00",Tidak,"13.212.326.000,00",Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,"9.478.372.000,00",Tidak
293,Kab. Hulu Sungai Tengah,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"9.384.370.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
294,Kab. Hulu Sungai Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"10.154.291.000,00","9.384.370.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
295,Kab. Kotabaru                                     ,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"7.720.110.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"11.348.913.000,00",Tidak,Tidak,-,Tidak,Tidak,"13.946.344.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
296,Kab. Tabalong,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"12.656.187.000,00",Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,Tidak,Tidak,-,"10.589.391.000,00",Tidak,"14.680.362.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
297,Kab. Tanah Laut,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,"8.931.023.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"9.384.370.000,00","9.779.421.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
298,Kab. Tapin,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.828.730.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"9.384.370.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"11.037.636.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
299,Kota Banjarbaru                                   ,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.202.617.000,00",Tidak,"14.889.631.000,00","250.000.000,00","250.000.000,00",Tidak,"9.427.191.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"9.779.421.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
300,Kota Banjarmasin,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,"9.933.698.000,00",Tidak,-,Tidak,"9.384.370.000,00",Tidak,-,Tidak,Tidak,"13.946.344.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,"8.830.343.000,00"
301,Kab. Balangan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.338.245.000,00",Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,"9.933.698.000,00","11.735.422.000,00",-,Tidak,"11.730.462.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
302,Kab. Tanah Bumbu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"9.319.215.000,00","13.400.668.000,00",Tidak,"250.000.000,00",Tidak,Tidak,-,"9.608.750.000,00",Tidak,Tidak,"13.935.814.000,00",-,Tidak,"9.970.893.000,00","11.613.063.000,00",Tidak,-,Tidak,Tidak,Tidak,-,"12.417.340.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
303,Provinsi Kalimantan Timur,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"11.911.705.000,00",Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"13.202.350.000,00",-,Tidak,"10.557.416.000,00",Tidak,Tidak,-,"11.835.202.000,00",Tidak,Tidak,-,"12.417.340.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,"9.335.907.000,00"
304,Kab. Berau,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"13.935.814.000,00",-,Tidak,Tidak,Tidak,-,"11.835.202.000,00",Tidak,"14.680.362.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
305,Kab. Kutai Kartanegara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.828.730.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,"10.269.351.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
306,Kab. Kutai Barat,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,"9.970.893.000,00",Tidak,-,Tidak,Tidak,"13.946.344.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
307,Kab. Kutai Timur,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"10.589.391.000,00",Tidak,Tidak,Tidak,-,"11.037.636.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
308,Kab. Paser,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,"10.154.291.000,00","11.143.939.000,00",Tidak,Tidak,-,"10.589.391.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
309,Kota Balikpapan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"9.384.370.000,00","11.001.849.000,00",-,Tidak,"10.595.713.000,00","13.946.344.000,00",Tidak,-,"12.417.340.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
310,Kota Bontang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"9.809.700.000,00",Tidak,Tidak,"250.000.000,00",Tidak,"8.434.855.000,00",-,Tidak,Tidak,"9.933.698.000,00","12.468.886.000,00",-,Tidak,"11.730.462.000,00","9.779.421.000,00",Tidak,-,"10.589.391.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,"5.020.313.000,00",Tidak,Tidak,Tidak
311,Kota Samarinda,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,Tidak,Tidak,-,"10.589.391.000,00",Tidak,"14.680.362.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
312,Kab. Penajam Paser Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"9.923.359.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"9.779.421.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
313,Kab. Mahakam Ulu,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
314,Provinsi Sulawesi Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
315,Kab. Bolaang Mongondow,-,TMP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
