,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,Daerah,Kriteria Utama,Opini BPK atas LKPD 2018,Penetapan Perda APBD 2019,Penggunaan e-procurement,Penggunaan e-budgeting,Pemenuhan Kriteria Utama,"Kategori Kinerja (Passing Grade = 76 (B), kecuali Kelompok Kategori Non Passing Grade dan Penilaian K/L)",Kesehatan Fiskal dan Pengelolaan Keuangan Daerah,Belanja Modal Kesehatan | Skor = 65,Belanja Modal Pendidikan | Skor = 60,Kemandirian Daerah | Skor = 30,Ketepatan Waktu Pelaporan (Non Passing Grade),Mandatory Spending (Non Passing Grade),Pembiayaan Kreatif (Penilaian PT. SMI),Realisasi Belanja Daerah | Skor = 10,Peningkatan Investasi | Skor = 30,Pelayanan Dasar Publik Bidang Pendidikan,Angka Partisipasi Murni | Skor = 65,Peta Mutu Pendidikan | Skor = 45,Rata-rata Nilai Ujian Nasional | Skor = 55,Pelayanan Dasar Publik Bidang Kesehatan,Penurunan Baduta Stunting | Skor = 10,Persentase Balita Mendapat Imunisasi Lengkap | Skor = 10,Persentase Persalinan di Fasilitas Kesehatan | Skor = 85,Peningkatan Ekspor | Skor = 55,Pelayanan Dasar Publik Bidang Infrastruktur,Persentase Rumah Tangga Akses Sanitasi Layak | Skor = 60,Persentase Rumah Tangga Sumber Air Minum Layak | Skor = 40,Pengelolaan Sampah (Penilaian KLHK),Kesejahteraan Masyarakat,Indeks Pembangunan Manusia | Skor = 55,Penurunan Tingkat Kemiskinan | Skor = 50,Pelayanan Umum Pemerintahan,Inovasi Pelayanan Publik (Penilaian KemenPANRB),Inovasi Pemerintah Daerah (Penilaian Kemendagri),Penghargaan Pembangunan Daerah (Penilaian Bappenas),Penyelenggaraan Pemerintahan (Penilaian Kemendagri),SAKIP (Penilaian KemenPANRB)
1,Provinsi Aceh,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"10.390.635.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
2,Kab. Aceh Barat,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,"10.809.843.000,00",Tidak,Tidak,"11.735.422.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"12.478.308.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
3,Kab. Aceh Besar,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"9.809.700.000,00","14.145.150.000,00",Tidak,Tidak,Tidak,"8.931.023.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"9.966.486.000,00","11.842.268.000,00",Tidak,-,"11.727.488.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
4,Kab. Aceh Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,"10.209.297.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
5,Kab. Aceh Singkil,-,WTP,Tidak Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
6,Kab. Aceh Tengah,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,"10.809.843.000,00",Tidak,Tidak,-,Tidak,"9.384.370.000,00","10.390.635.000,00",-,Tidak,Tidak,"11.744.290.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
7,Kab. Aceh Tenggara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,"10.209.297.000,00","10.911.186.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
8,Kab. Aceh Timur,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"11.911.705.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"9.779.421.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
9,Kab. Aceh Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"7.938.687.000,00",Tidak,-,Tidak,Tidak,Tidak,-,"9.556.980.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
10,Kab. Bireuen,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
11,Kab. Pidie                                        ,-,WTP,Tidak Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
12,Kab. Simeulue,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"7.938.687.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"10.390.635.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
13,Kota Banda Aceh,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,Tidak,-,"10.209.297.000,00",Tidak,Tidak,-,Tidak,Tidak,"12.224.277.000,00",Tidak,-,"9.966.486.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
14,Kota Sabang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"14.889.631.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,"10.911.186.000,00",Tidak,-,"11.946.224.000,00",Tidak,Tidak,Tidak,-,"10.589.391.000,00","11.218.991.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
15,Kota Langsa,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
16,Kota Lhokseumawe,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,"10.209.297.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"10.589.391.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
17,Kab. Gayo Lues,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,"11.410.390.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
18,Kab. Aceh Barat Daya,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,"10.390.635.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
19,Kab. Aceh Jaya,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"14.889.631.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,-,"10.809.843.000,00",Tidak,Tidak,-,Tidak,Tidak,"11.613.063.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
20,Kab. Nagan Raya,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,"10.390.635.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
21,Kab. Aceh Tamiang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,"10.809.843.000,00",Tidak,Tidak,-,Tidak,Tidak,"11.001.849.000,00",Tidak,-,"9.966.486.000,00","9.972.436.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
22,Kab. Bener Meriah,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
23,Kab. Pidie Jaya,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"14.889.631.000,00",Tidak,Tidak,Tidak,"7.938.687.000,00",Tidak,-,"12.010.937.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
24,Kota Subulussalam,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,"10.809.843.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
25,Provinsi Sumatera Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
26,Kab. Asahan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,"8.434.855.000,00",Tidak,-,"9.608.750.000,00",Tidak,Tidak,-,"10.751.602.000,00",Tidak,Tidak,Tidak,-,"11.212.296.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
27,Kab. Dairi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"8.434.855.000,00",Tidak,-,"10.209.297.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
28,Kab. Deli Serdang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"9.556.980.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"13.797.045.000,00","11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
29,Kab. Karo,-,WDP,Tidak Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
30,Kab. Labuhanbatu,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
31,Kab. Langkat,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
32,Kab. Mandailing Natal,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
33,Kab. Nias,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
34,Kab. Simalungun,-,TMP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
35,Kab. Tapanuli Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"12.656.187.000,00",Tidak,"250.000.000,00",Tidak,Tidak,-,"10.209.297.000,00","10.269.351.000,00",Tidak,"14.669.277.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
36,Kab. Tapanuli Tengah,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
37,Kab. Tapanuli Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"9.966.486.000,00",Tidak,Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
38,Kab. Toba Samosir,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"8.931.023.000,00",Tidak,-,"10.809.843.000,00",Tidak,"10.554.555.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"12.277.795.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
39,Kota Binjai,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,"10.209.297.000,00",Tidak,Tidak,-,"11.348.913.000,00",Tidak,Tidak,-,"9.966.486.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
40,Kota Medan,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
41,Kota Pematang Siantar,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
42,Kota Sibolga,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,"8.434.855.000,00",Tidak,-,"10.209.297.000,00","10.269.351.000,00",Tidak,-,Tidak,Tidak,"9.779.421.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
43,Kota Tanjung Balai,-,TMP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
44,Kota Tebing Tinggi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
45,Kota Padang Sidempuan,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
46,Kab. Pakpak Bharat,-,WDP,Tidak Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
47,Kab. Nias Selatan,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
48,Kab. Humbang Hasundutan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,"11.410.390.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"10.589.391.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
49,Kab. Serdang Bedagai,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"13.935.814.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
50,Kab. Samosir,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,"11.410.390.000,00",Tidak,"11.175.411.000,00",-,"11.348.913.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
51,Kab. Batu Bara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,"11.946.224.000,00",Tidak,Tidak,Tidak,-,"10.589.391.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
52,Kab. Padang Lawas,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
53,Kab. Padang Lawas Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
54,Kab. Labuhanbatu Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
55,Kab. Labuhanbatu Utara,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
56,Kab. Nias Utara,-,WDP,Tidak Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
57,Kab. Nias Barat,-,TMP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
58,Kota Gunungsitoli                                 ,-,WTP,Tidak Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
59,Provinsi Sumatera Barat,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.202.617.000,00","9.809.700.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,"7.468.062.000,00",Tidak,Tidak,"9.425.420.000,00"
60,Kab. Limapuluh Kota,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
61,Kab. Agam  ,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,"3.559.602.000,00",Tidak,Tidak,Tidak
62,Kab. Kepulauan Mentawai,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
